0	0.2862698955092708
1	0.3029747691918461
2	0.2896186030665992
3	0.28225647002878035
4	0.28462580456158865
5	0.28340236583764716
6	0.3126668622868866
7	0.2794142607763452
8	0.27864814175348634
9	0.29090536989190824
10	0.2963728600980981
11	0.2914543347055738
12	0.28636596663759367
13	0.2868168209869755
14	0.2792127466231193
15	0.2940137291826345
16	0.28207758733851723
17	0.2806355186916502
18	0.2792153910736764
19	0.26997808540088797
20	0.3089584362505075
21	0.2866651678274132
22	0.2928795082171064
23	0.3067239438983236
24	0.2851485636440237
25	0.289718696370139
26	0.28367300110074795
27	0.2938546446056211
28	0.2853618113876421
29	0.30584635234864965
