0	0.3364266594341779
1	0.3356757996902469
2	0.4408119895914428
3	0.42201880299338157
4	0.4058837963011352
5	0.4280703702772392
6	0.38154510678044024
7	0.3750552097493909
8	0.3571612561222082
9	0.39661165480023003
10	0.39984026708410136
11	0.409701548340208
12	0.3439713178368164
13	0.4239856342943466
14	0.37104580610178284
15	0.3169103640571084
16	0.3018023838754569
17	0.3567834827171418
18	0.36539831463659594
19	0.2989017650973177
20	0.27600649923668896
21	0.33077455760549823
22	0.422477353284923
23	0.4221978894920668
24	0.4306248912573216
25	0.44884118014402025
26	0.45330319836817756
27	0.45798081524468826
28	0.4939218725367131
29	0.46932868729307503
30	0.4470986331338044
31	0.4116758470946369
32	0.42261741850190127
33	0.4034722165731748
34	0.3996836933892062
35	0.3813477241559119
36	0.3724111671594569
37	0.3666887968209356
38	0.3846302374923956
39	0.40347037540007136
40	0.4137822490912992
41	0.41262362566042743
42	0.373307615229022
43	0.3732147376894024
44	0.3705823900895145
45	0.40707469867836216
46	0.38656669373369035
47	0.39580849879734126
48	0.39773723671832106
49	0.3303753268759074
