Time (s),X (m),Y (m),Z (m)
0.0,0.0006367687708293223,0.24299693598240302,1.0890011924562106
0.002,0.002346722344459132,0.2429513049084452,1.0890223812358717
0.004,0.004979462960681573,0.24276702350212281,1.089112542730206
0.006,0.00834564052505522,0.24233768481806733,1.0893228153000714
0.008,0.012165080270719572,0.24160408241088127,1.0896757743547307
0.01,0.01604877701262925,0.24058745262888548,1.0901600891155274
0.012,0.019642437031939197,0.23940236363343942,1.0907223026337036
0.014,0.022720716350335,0.23824085090128988,1.091262967937456
0.016,0.025130335415358147,0.23731652593862157,1.091673131323802
0.018000000000000002,0.02671932670132272,0.23680230442808398,1.0918788121570036
0.020000000000000004,0.027397590516914015,0.23679456642504815,1.0918440511596308
0.022000000000000006,0.027189656541924095,0.23729918056262783,1.0915615286255702
0.024000000000000007,0.026183229775654876,0.23822550554467192,1.091066116848574
0.02600000000000001,0.024474544866139303,0.2393976122275448,1.0904442078952652
0.02800000000000001,0.022222918726650873,0.24060040205075378,1.089804478532129
0.030000000000000013,0.01970537296441,0.24164072092724842,1.0892417455496846
0.032000000000000015,0.01727491007849248,0.24239285570512595,1.0888204737659377
0.034000000000000016,0.015276098158801068,0.24282511318302824,1.0885609857785294
0.03600000000000002,0.014014963041740519,0.24299998102526602,1.0884301214128862
0.03800000000000002,0.013755097333645787,0.24303381493647136,1.088360252513412
0.04000000000000002,0.01468344263486189,0.2430349772087393,1.0882834072077898
0.04200000000000002,0.016864235430476028,0.24305423407936882,1.0881556082561865
0.044000000000000025,0.020243461454906957,0.24306259635850808,1.0879700756589425
0.04600000000000003,0.024681760170448593,0.24296279449029035,1.0877566596593489
0.04800000000000003,0.02996007612283165,0.24263399199044353,1.0875616568634086
0.05000000000000003,0.035770432091503095,0.2419903479636869,1.0874219755957522
0.05200000000000003,0.04174927659944573,0.24102862098182287,1.0873469651129277
0.054000000000000034,0.04754914263561516,0.2398481450192852,1.0873075192112682
0.056000000000000036,0.05288624730577174,0.23863191739577394,1.087241229972561
0.05800000000000004,0.057541386463657265,0.23759574967621117,1.087078966469314
0.06000000000000004,0.06135577134831922,0.2369314003721302,1.0867718816724636
0.06200000000000004,0.06424343025223754,0.23676369207905773,1.0863008317630083
0.06400000000000004,0.06619144081697764,0.2371256779139015,1.0856785228423085
0.06600000000000004,0.06724123135748108,0.23795139923588413,1.0849544108405877
0.06800000000000005,0.06748571458455335,0.23908973231743944,1.0842101437502896
0.07000000000000005,0.06709208238873036,0.24034088203437948,1.0835363587494558
0.07200000000000005,0.066312629675939,0.24150622945723843,1.0830043209635922
0.07400000000000005,0.06546014339370136,0.24243719905082384,1.082645098637898
0.07600000000000005,0.06486537280686729,0.24307008454660606,1.0824362560143936
0.07800000000000006,0.06483832986435509,0.2434318690132929,1.0823016159871037
0.08000000000000006,0.0656342764252139,0.243609690244324,1.0821335364333555
0.08200000000000006,0.06742355845085865,0.2436980836297174,1.081830174195726
0.08400000000000006,0.07027605245103918,0.24374956877545156,1.0813287825261404
0.08600000000000006,0.07416514639943819,0.24374852028004662,1.0806226140600799
0.08800000000000006,0.07897582024764138,0.2436179001419996,1.0797592273419636
0.09000000000000007,0.08450578676991098,0.24325666284536931,1.0788233494999737
0.09200000000000007,0.0904734695044534,0.24259719031862667,1.0779075839936858
0.09400000000000007,0.09654901250995973,0.24164287498364243,1.0770863861012427
0.09600000000000007,0.10240230408437699,0.24049615484241427,1.0763904682115242
0.09800000000000007,0.1077432070944119,0.23933095271024363,1.0758108021984485
0.10000000000000007,0.11234396150131545,0.23835613712105985,1.075312216741034
0.10200000000000008,0.1160484052760369,0.23776093856310654,1.0748553084865193
0.10400000000000008,0.11877300337409408,0.23767101302734844,1.0744116796178762
0.10600000000000008,0.12050025532100252,0.23812111166221578,1.0739745682375232
0.10800000000000008,0.12127228495554565,0.23904708571549432,1.0735644655551029
0.11000000000000008,0.12119505257037133,0.24029891159560612,1.0732243837470932
0.11200000000000009,0.12044960925775668,0.2416743590242976,1.0730039438339691
0.11400000000000009,0.11929441408935476,0.24296774517945718,1.072938067214058
0.11600000000000009,0.11804797657076263,0.24402232017296366,1.0730261844288076
0.11800000000000009,0.11705380874439135,0.2447695648604179,1.0732184884569078
0.12000000000000009,0.11663705853532634,0.2452377143799385,1.0734188263551723
0.1220000000000001,0.11706447452219372,0.24552312670927182,1.0735079605289601
0.1240000000000001,0.11851815797432905,0.2457373944411311,1.0733777460757168
0.12600000000000008,0.12108695644819151,0.24595418781493605,1.072961485450325
0.12800000000000009,0.1247689176467929,0.2461769901903738,1.0722509288397621
0.1300000000000001,0.12947363847909685,0.24633885256895327,1.071296903898056
0.1320000000000001,0.13502193308271193,0.24633385027859234,1.070194091312731
0.1340000000000001,0.14115258192888475,0.24606867852150896,1.0690534142274892
0.1360000000000001,0.1475465173971594,0.24551378708885424,1.0679701704213922
0.1380000000000001,0.15386678475615811,0.24473145764297752,1.0670004614513218
0.1400000000000001,0.15980134970692078,0.24386812268306096,1.066156064459948
0.1420000000000001,0.16509454007304747,0.24311306180141276,1.0654182343873215
0.1440000000000001,0.1695653414951125,0.24265303796868637,1.064755523607751
0.1460000000000001,0.17310875722751465,0.24262557542977334,1.0641425266442441
0.1480000000000001,0.17568919378829653,0.2430835014087247,1.063574032979264
0.1500000000000001,0.17733642327500002,0.24398475253821844,1.063068947796611
0.1520000000000001,0.17814826441042605,0.24520253252671742,1.062664815147838
0.1540000000000001,0.17829628971754072,0.24655509357016017,1.062403317746142
0.1560000000000001,0.17802508083945287,0.24785058030164497,1.0623096351338022
0.1580000000000001,0.17763656755395854,0.24893686383822844,1.0623711598105214
0.16000000000000011,0.17745754246978737,0.24974030790687207,1.062524507448802
