Time (s),X (m),Y (m),Z (m)
0.0,0.0,0.243,1.089
0.002,3.47091432143152e-13,0.243,1.089
0.004,-1.0821569345135383e-06,0.24299999998373045,1.0890000000086861
0.006,-4.252563407300112e-06,0.24299999974656852,1.0890000001355649
0.008,-1.0372489983253952e-05,0.2429999984754001,1.0890000008177154
0.01,-2.010222030551997e-05,0.24299999419788915,1.0890000031215668
0.012,-3.3860269488345137e-05,0.24299998329325462,1.0890000090169158
0.014,-5.1798086976341976e-05,0.24299996026808812,1.0890000215085158
0.016,-7.378872952359006e-05,0.24299991795527692,1.089000044532469
0.018000000000000002,-9.9427881880627e-05,0.24299984819752674,1.0890000825808985
0.020000000000000004,-0.00012804666168045952,0.24299974295337035,1.0890001400930767
0.022000000000000006,-0.00015873696108925278,0.24299959564863885,1.0890002207180247
0.024000000000000007,-0.00019039062161532657,0.2429994025234425,1.0890003265886983
0.02600000000000001,-0.00022175287125083938,0.24299916371137492,1.089000457743135
0.02800000000000001,-0.0002514882506535531,0.2429988838311695,1.089000611793456
0.030000000000000013,-0.0002782544916838511,0.24299857195432645,1.0890007838986981
0.032000000000000015,-0.00030077761047792246,0.24299824091496663,1.0890009670563339
0.034000000000000016,-0.00031792079122669513,0.24299790603451354,1.089001152691289
0.03600000000000002,-0.0003287408039098102,0.24299758343223116,1.0890013314827154
0.03800000000000002,-0.00033252828186135415,0.24299728817059368,1.0890014943242479
0.04000000000000002,-0.0003288311694899487,0.24299703252489663,1.0890016332729695
0.04200000000000002,-0.0003174629124979716,0.24299682465218447,1.0890017423270866
0.044000000000000025,-0.00029849778092629943,0.2429966678585958,1.0890018179005754
0.04600000000000003,-0.0002722550899886154,0.2429965605396995,1.0890018589348847
0.04800000000000003,-0.0002392727144866347,0.24299649672847773,1.0890018666800536
0.05000000000000003,-0.00020026922361930666,0.24299646707187955,1.0890018442545135
0.05200000000000003,-0.0001560940661342507,0.2429964600016651,1.0890017961243017
0.054000000000000034,-0.00010766677735326799,0.24299646287854185,1.0890017276201442
0.056000000000000036,-5.59086759142816e-05,0.2429964629562582,1.0890016445506565
0.05800000000000004,-1.6729491841805614e-06,0.24299644810559934,1.0890015529012713
0.06000000000000004,5.4319692036233595e-05,0.2429964073269527,1.0890014585582615
0.06200000000000004,0.00011153311750962966,0.24299633114212763,1.089001366978788
0.06400000000000004,0.00016965116014128092,0.24299621197994145,1.0890012827404671
0.06600000000000004,0.00022859485986262158,0.24299604465313507,1.0890012089388827
0.06800000000000005,0.0002885229376514509,0.2429958269711237,1.0890011464488285
0.07000000000000005,0.0003498184183076739,0.24299556045628629,1.0890010931154053
0.07200000000000005,0.0004130642938056041,0.2429952510513264,1.089001042984502
0.07400000000000005,0.0004790099315533046,0.24299490964662734,1.0890009857079799
0.07600000000000005,0.0005485285350289124,0.24299455224064692,1.089000906259071
0.07800000000000006,0.0006225653723000541,0.24299419958143223,1.0890007850667172
0.08000000000000006,0.0007020772781908429,0.24299387621448032,1.08900059863064
0.08200000000000006,0.0007879659583225262,0.24299360896028482,1.0890003206226926
0.08400000000000006,0.0008810100576576341,0.2429934249409148,1.0889999234231513
0.08600000000000006,0.0009818026906522148,0.2429933493528133,1.0889993799860103
0.08800000000000006,0.0010907012834143086,0.24299340323531965,1.088998665875102
0.09000000000000007,0.0012077949194690277,0.24299360150745725,1.0889977612675998
0.09200000000000007,0.001332891448001635,0.2429939515333015,1.0889966526967112
0.09400000000000007,0.0014655234748195526,0.24299445242065248,1.088995334319082
0.09600000000000007,0.0016049701245219425,0.2429950951562143,1.088993808554546
0.09800000000000007,0.0017502907918348796,0.24299586354543984,1.0889920860463573
0.10000000000000007,0.001900367901531783,0.2429967357870021,1.0889901849988712
0.10200000000000008,0.0020539572032561492,0.24299768641012354,1.0889881300297801
0.10400000000000008,0.00220974528108101,0.24299868826975182,1.0889859507013995
0.10600000000000008,0.0023664139273383714,0.24299971433879752,1.0889836798721935
0.10800000000000008,0.00252270962314447,0.24300073913989467,1.0889813519610612
0.11000000000000008,0.0026775141319486315,0.2430017397845904,1.0889790011750677
0.11200000000000009,0.002829910184294398,0.24300269669661897,1.0889766597360129
0.11400000000000009,0.002979235449962863,0.2430035941608413,1.0889743561506016
0.11600000000000009,0.0031251190030982725,0.24300442085026186,1.0889721135864912
0.11800000000000009,0.0032674970720328067,0.24300517044397973,1.0889699484265263
